msa,auto_commuters,annual_excess_fuel_consumed_commuters,Annual Hours of Delay (Person Hours),AHD per Auto Commuter,tti,ahd_truck,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm,ms_cara,ms_carp,ms_pt,ms_taxi,ms_bike,ms_walk,ms_wfh,unemp,med_hh_inc_dol,households
"Jefferson City, MO",32,575,1537,22,1.09,62,11295,27633,4.892961487383798,14150557.218999976,512.0890681069727,2.5440460380699426,8134,7336258.735000009,14279,513.7795878562931,1.0972238476503615,0.0091042790111352,1.9232419148665325,1.3850066166909585,2409.468327782023,1249.1722264238815,1.5834524911246184,5872.8961305857565,0.8411100645288271,0.0978476332400781,0.0032334706386807,0.0146771449860117,0.0014761496393977,0.0122309541550097,0.0294245828119947,3.4,59186,56683
"Johnson City, TN",72,1256,2686,18,1.06,123,13294,31783,4.781555588987513,8619676.175999943,271.2039825063695,2.4957123514367385,9273,4502104.3130000215,16551,272.014036191168,1.105992528433667,0.0081566068515497,5.939238407831017,4.142813130421019,3850.933639804788,2011.3638372071164,2.69584542244184,2238.334124198747,0.8588342955272107,0.0604092054274513,0.0043496435551839,0.0182120140544326,0.0004293154677843,0.0133991617050602,0.0443663642628766,4.7,44439,85301
"Johnstown, PA",41,373,830,12,1.06,34,9677,25306,5.230133305776584,6549145.197000039,258.7981189046091,2.687919809858428,7348,3401330.982000008,12962,262.40788319703813,1.0819570042621436,0.0043203209381268,5.385661260164829,4.089473900970463,3644.877294066102,1892.985067971049,1.5075098513303429,1796.8081415695708,0.8223390323101487,0.092804219515258,0.0117687160259055,0.0109075904630343,0.0014890296191313,0.0258696471179203,0.0348217649486015,5.8,46659,56674
"Jonesboro, AR",42,853,1995,26,1.09,104,10764,27242,5.061687105165366,11360383.23600006,417.01722472652745,2.587421033073207,7891,5804953.953999999,13878,418.2846198299466,1.0657620951536124,0.0036028246144977,2.813465150599534,2.062528196152074,2969.346184684256,1517.2831336319182,3.0531167708858047,3825.8870907664345,0.8346435069170299,0.1077202979643678,0.0044111084411795,0.0039820122893137,0.0006865538429851,0.0175757783804194,0.0309807421647042,6.1,46068,50901
"Joplin, MO",50,841,1825,21,1.08,93,14240,38537,5.4125,12321944.704000035,319.7432260944037,2.786306179775281,11079,6368807.756000008,19764,322.2428534709577,1.0486397350956322,0.0081967213114754,4.335640701091278,3.3732137168111143,3751.652034779401,1939.1054862597923,3.844943157566821,3284.405000722454,0.8243238283973724,0.1047867200019572,0.0030215176092089,0.0108505510905598,0.0021652170721861,0.0144225476164262,0.0404296182122891,4.8,49098,67961
"Kahului-Wailuku-Lahaina, HI",36,950,2074,23,1.15,77,3984,9440,4.738955823293173,2514716.3449999937,266.3894433262705,2.535140562248996,2805,1331070.4990000003,5055,263.3176061325421,1.1492802240025406,0.0065281899109792,0.6310407611246496,0.4442945117858037,398.3153906529601,210.83326827297373,4.627941368112381,6313.379809094518,0.7420601943852296,0.1316496248389156,0.0238946899350844,0.0148257879587142,0.0040948561380689,0.0242921318543676,0.0591827148896195,4.0,80948,54479
"Kalamazoo-Portage, MI",124,1625,3807,17,1.05,116,9692,25454,5.25257944696657,6784234.5179999415,266.52921026164614,2.7696037969459346,7842,3544436.1920000026,13398,264.54964860426946,1.058547745147224,0.0145544111061352,6.453229219335992,5.221442791790429,4517.150270572126,2359.9937268145286,9.957839241187866,1501.8837345742484,0.8251084702443354,0.076208477131335,0.0169955846680083,0.0071165662950237,0.0048055953045966,0.0297594906681154,0.0400058156885851,5.5,56511,103445
"Kankakee, IL",49,553,1158,13,1.05,63,5279,15028,5.693502557302519,5809331.440999999,386.56717068139466,2.926501231293805,4371,2955428.183999996,7663,385.67508599765057,1.0337903779917432,0.0092653007960328,2.99171018140624,2.477129229575047,3292.25914362627,1674.897629946532,2.308587589316784,1764.5425792944388,0.8187647317326515,0.0842355479205784,0.0158403579561343,0.0211537693260357,0.0027765570692341,0.0223922336302984,0.0348368023650673,5.2,58902,39796
"Kansas City, MO-KS",834,20971,51326,50,1.16,3187,119377,305629,5.120400077066772,76547943.68399881,250.4603414073887,2.773189140286655,94372,41028021.026001126,165649,247.6804630634723,1.055128779568106,0.0073649705099336,6.267811020991377,4.954939910309341,4019.09953388672,2154.149311477385,112.44610408267468,19046.04328372335,0.836584490465603,0.0783344753168421,0.008845011862645,0.0082996564727159,0.0014785190571411,0.012461137602021,0.0539967092230317,3.9,66632,830500
"Kennewick-Richland, WA",135,1809,4270,17,1.08,224,2282,6871,6.021910604732691,4582286.304000003,666.9023874254116,3.0784399649430325,1981,2319409.6060000057,3473,667.8403702850578,1.0202518787293144,0.0020155485171321,0.677690401722787,0.5883017904526034,1360.8113261027988,688.8000121164921,0.6514300663650183,3367.319345528321,0.8069650085953529,0.1193209275059216,0.006543559030666,0.0092370336921992,0.002590488865651,0.0122632316942747,0.0430797506159342,5.4,67310,98844
"Killeen-Temple, TX",129,1599,3639,14,1.1,151,21883,57563,5.260978842023489,17829709.769999955,309.7425389573156,2.774893753141708,17589,9354358.696999924,30333,308.3888404378045,1.0809941190639392,0.0030989351531335,2.9575949262564545,2.3772397366871445,2409.7728443255955,1264.2875209354256,10.948905940569292,7398.917209970394,0.7961359910524138,0.1137344425888757,0.0042082254464855,0.0097289678101395,0.0021756116992753,0.0309233071340656,0.0430934542687442,7.6,54798,152818
"Kingsport-Bristol, TN-VA",62,884,2159,18,1.05,100,21893,51603,4.714109532727356,17509225.04099996,339.30633957327984,2.488695016671996,15240,9192944.35600008,27191,338.08776271560737,1.1193628023610642,0.008421904306572,4.129593673422753,2.8746634806998927,3302.698805821435,1734.0302769225475,4.545265607954248,5301.490105648653,0.8582862786011802,0.0774591241050309,0.0021742073700054,0.0129337464061865,0.0010990498793434,0.0129974594426702,0.035050134195583,6.0,44869,128074
"Kingston, NY",64,797,2122,23,1.04,86,12384,29345,4.739179586563307,8734631.541000009,297.6531450332257,2.4179586563307494,8432,4468101.669000016,14924,299.39035573572875,1.1049144107122495,0.0121281157866523,4.117509827425351,2.803524133143618,2904.1449619676173,1485.582407303228,6.109880224018515,3007.6430947448703,0.7675750879777395,0.0739597582219728,0.0256626097529608,0.0116563197830077,0.0027240947938222,0.0388738849333005,0.0795482445371961,5.1,64304,69320
"Knoxville, TN",315,7705,17570,45,1.14,1124,52578,125082,4.757959602875728,34712453.47200026,277.51757624598474,2.5,36953,18190168.60899985,65702,276.8586741499475,1.1216026699762796,0.0090560409119965,6.065663126141942,4.263084360385013,4004.603618300997,2098.509547527769,15.510000123792569,8668.13716927306,0.8416842952022381,0.0790292977351468,0.0050530892576668,0.0071965155322035,0.0015426559648091,0.0137769869332457,0.0517171593746897,4.9,54636,341209
"Kokomo, IN",38,379,844,9,1.06,40,3523,9953,5.650298041441953,3173852.191000018,318.8839737767525,2.959409594095941,2977,1644122.1380000073,5175,317.7047609661849,1.025568463106408,0.0038647342995169,4.6322351596132805,3.914324175466573,4173.156318639207,2161.782677928524,7.510738387178765,760.5399723044535,0.8352941176470589,0.0954645409565695,0.0044804837822979,0.0098405717427157,0.0026388125343595,0.0127542605827377,0.0395272127542605,5.1,52373,34701
"La Crosse-Onalaska, WI-MN",60,866,1865,16,1.07,84,7857,19955,5.079546900852743,6881467.405000024,344.84928113254944,2.7003945526282296,5907,3575658.217999978,10564,338.47578739113766,1.089470338911965,0.0036917834153729,2.8928679366099,2.1748976583371107,2533.686701381024,1316.521192710682,3.5490431225301173,2715.9898661697903,0.8086020305701216,0.0754072297221912,0.0073636059355126,0.0107106995425638,0.011965859645208,0.0438329800290081,0.0421175945553944,3.3,58501,55771
"Lafayette-West Lafayette, IN",94,1391,2862,18,1.12,170,12418,32872,5.294250281848929,13102930.145999968,398.60459193234266,2.7757287808020616,9764,6838874.309999984,17130,399.2337600700516,1.0395146454395023,0.0070052539404553,2.907070782399657,2.285765752886959,3067.413866263504,1600.989828563744,8.148236422470957,4271.653815649268,0.7684217189986977,0.0952647952539429,0.0260906525828389,0.0081391983793951,0.0113767906236434,0.0604109390826219,0.0302959050788597,4.0,53321,85317
"Lake Havasu City-Kingman, AZ",32,215,498,6,1.07,25,13111,35081,5.35138433376554,10585300.34499994,301.73884282089847,2.741438486766837,10162,5741779.951000022,17977,319.39589202870457,1.0742165724066668,0.0018913055571007,0.3755276351877851,0.2910618433970156,303.1860884989911,164.45710066109945,3.493419647498309,34913.54236404934,0.79066013503081,0.1218646042418202,0.0098816725853768,0.0205774602417079,0.0015720842749463,0.0105413865221846,0.0449026571031539,8.0,45587,86889
"Lakeland-Winter Haven, FL",168,2907,6359,18,1.1,369,32937,83456,5.06761392962322,16963218.44100002,203.2594234207249,2.760633937517078,26143,9222221.994000029,45493,202.71738496032413,1.1035374634675306,0.0078913239399468,6.329967384028228,5.024268674155205,3260.0607055796304,1772.3643449703354,17.384145539031834,5203.344346308423,0.8339220101088786,0.0936903097755914,0.0052500720284272,0.0135697999921746,0.0035640732875908,0.00961446117401,0.0403892736333272,5.9,50584,235283
"Lancaster, PA",232,3483,7871,19,1.08,364,17521,46988,5.363620797899663,13632833.516000085,290.13436443347416,2.7933337138291194,14340,7043562.145000035,24443,288.16275191261445,1.0685731709218904,0.0077322750889825,6.8788342181695885,5.629957347671474,5352.320168966989,2765.338525245718,18.661546043020167,2547.088568251936,0.7786176984593277,0.1009651187593789,0.011889035667107,0.0110096137653852,0.0073646906493127,0.0394355234057203,0.050718319293768,3.7,66056,201620
"Lansing-East Lansing, MI",180,2139,5135,15,1.06,163,17096,46923,5.489354234908751,16149187.395999923,344.1635742812677,2.895589611605054,14379,8428348.505000014,24625,342.2679595939092,1.0388577389012317,0.016,3.1396030896770526,2.64063832630243,2965.7252365614813,1547.8280888613133,24.673607641321748,5445.274294770342,0.796868773564663,0.0898752413941084,0.0225914232290102,0.0079583422738558,0.0094373601446831,0.0330786561628299,0.0401902032308494,5.6,57925,214641
"Laredo, TX",138,3755,7487,35,1.17,567,13776,37705,5.474012775842044,18674179.79200011,495.2706482429416,2.901132404181185,11307,9625120.31099998,19948,482.5105429616994,1.1062473439714455,0.0030579506717465,1.5774726979086755,1.2947505658575342,2138.3571993117075,1102.1606057410515,6.434803240082102,8732.95621424285,0.8163127520254523,0.1133420887129592,0.0117827679331138,0.0140301875624283,0.0008971181236358,0.0154914727535052,0.0281436128889053,4.9,46475,74789
"Las Cruces, NM",77,1328,2978,19,1.08,143,13258,33823,5.102277869965304,12403514.012000073,366.71832811992056,2.71405943581234,10206,6558393.622000006,17952,365.3294129901964,1.067636204834418,0.0054590017825311,1.3418897438533235,1.032985874624153,1255.4041514892056,663.7985471047563,5.102238596326797,9880.096379549628,0.804352757048563,0.1086601492503459,0.0044344137727674,0.0086079796765486,0.0076212942590786,0.022489622791299,0.0438337832013972,7.7,40973,77842
"Las Vegas-Henderson-Paradise, NV",1060,24594,60761,50,1.25,2343,78221,184805,4.725201672185219,26382923.30800017,142.76087393739436,2.669909615065008,58830,15408446.662999893,104877,146.91921644402387,1.0651803557454282,0.0030988681979843,3.7524308954975374,2.82220260009614,1265.6460098244963,739.1765805840726,51.21276692294843,20845.42052296172,0.7877378501956225,0.0983120688842449,0.0337065741715506,0.0215351649042314,0.002626958188646,0.0145400908191002,0.0415412928366041,6.4,59340,783524
"Lawrence, KS",55,744,1655,14,1.08,58,5389,13665,5.071441825941733,4433291.493,324.4267466520307,2.74410836889961,4176,2338430.4240000006,7360,317.7215250000001,1.04981166015698,0.005570652173913,4.382077328218913,3.3957236820638674,3604.940831482849,1901.499896943356,6.189370426293918,1229.7820408820464,0.7773582089552239,0.0872537313432835,0.0205820895522388,0.0091641791044776,0.0087611940298507,0.0531044776119403,0.043776119402985,4.2,59435,46936
"Lawton, OK",59,476,1078,7,1.05,45,10116,28316,5.598260181890075,11880239.263999963,419.5592337900821,2.915678133649664,8349,6178605.259999995,14705,420.1703679020738,1.0468023880272903,0.0066643998639918,2.260597731218609,1.8657305711688577,2654.8479563594856,1380.7177770711105,2.010057810771668,4474.922654437426,0.7256907660513017,0.1115298449141209,0.0118789183932199,0.0114273805595595,0.0014067140202497,0.0217259165349681,0.1163404595265799,7.5,52076,45037
"Lebanon, PA",48,332,762,9,1.08,38,5405,14691,5.4360777058279375,4089272.24200001,278.35220488734666,2.839222941720629,4461,2121623.3259999976,7635,277.8812476751798,1.0690150421471196,0.007727570399476,5.759934777309853,4.753944318516052,4357.805994557575,2260.945787193189,2.99314214551833,938.378681177424,0.818289892115196,0.0932178203108746,0.0088120783427943,0.0065533331351977,0.0015603174131423,0.0347876482301542,0.0367789104526406,4.4,60281,53579
"Lewiston, ID-WA",31,353,770,11,1.08,31,4204,10819,5.147002854424358,5102458.653000002,471.6201731213607,2.672930542340628,3134,2609800.922000006,5595,466.4523542448625,1.1599275988464273,0.0023235031277926,1.0837586943892823,0.8079209677012397,1315.374388189957,672.7864985353644,1.0740700252823872,3879.092294036017,0.8137544897527995,0.0794422142404394,0.0030635960278892,0.0126065215860271,0.0047890696527924,0.0296147616029297,0.0567293471371223,4.8,56430,25485
"Lewiston-Auburn, ME",36,659,1534,22,1.08,88,6319,15316,4.847602468745055,4391505.032999994,286.726627905458,2.5043519544231683,4444,2241115.7959999978,7869,284.8031256830598,1.060924953578394,0.0102935569958063,4.91041037125457,3.4533729529759944,3412.579816341164,1741.5411058491582,2.208715210906314,1286.857822920724,0.7932294020183762,0.1136278053923783,0.0015062509414068,0.0086044585027865,0.0031442988401867,0.0356793191745744,0.0442084651302907,3.9,53509,45630
"Lexington-Fayette, KY",175,5165,10993,36,1.18,580,22248,53895,4.844929881337649,13200518.035999902,244.9302910474052,2.63183207479324,16504,7164694.08200003,29306,244.47874435269333,1.085094341534045,0.0136149593939807,5.789224436791331,4.294559515677999,3434.949729967428,1864.348348689716,34.16913967689948,3843.001811885345,0.7993360092737897,0.0929113864157906,0.0131418117010622,0.0131891269547114,0.0043254027710966,0.0313936707962368,0.0457025920873124,5.0,58685,202126
"Lima, OH",45,448,1016,12,1.06,48,5387,15034,5.581585297939484,4440876.463000011,295.38888273247375,2.894560980137368,4472,2327932.4549999977,7729,301.1945212834775,1.0372522087736016,0.0128089015396558,5.10457904876151,4.237549193625668,4208.057351247071,2205.887365272867,3.469816985311318,1055.3269816258428,0.8592928759894459,0.075862796833773,0.0068601583113456,0.0141424802110817,0.0005065963060686,0.0152823218997361,0.0280527704485488,5.4,53131,40650
"Lincoln, NE",160,2393,5316,17,1.09,183,16278,43411,5.3337019289839045,13222088.092999857,304.57921017714074,2.989249293525003,13784,7082717.609000023,24257,291.9865444613935,1.023291205837848,0.0021437110937049,4.418367300690759,3.741416320968266,3588.8955447206786,1922.4749897796005,9.276848938881471,3684.16632031817,0.8132489399619001,0.0890878923816919,0.0114411490310218,0.0061004564169315,0.0106646257325296,0.0329379954525901,0.0365189410233348,3.2,61031,130924
"Little Rock-North Little Rock-Conway, AR",246,10582,20266,46,1.14,2471,51686,127721,4.94218937429865,38173579.04799906,298.8825568857045,2.5808536160662463,37792,19732795.00799997,66632,296.145920998919,1.0961481861502227,0.0079991595629727,4.754734599316246,3.4765880504848425,3511.6905366879787,1815.2730558710748,11.762849337210872,10870.427974556707,0.8386511342020094,0.0949979754195542,0.0050803860394254,0.0113114329077344,0.0015264462641392,0.0133534917458292,0.0350791334213079,4.2,54746,284127
"Logan, UT-ID",62,492,864,8,1.07,122,7233,18868,5.217198949260335,7199934.203999982,381.5949864320533,2.649246509055717,5372,3607269.7129999935,9566,377.0927987664639,1.106375930780123,0.0058540664854693,1.5183325955702482,1.1276763035259745,1511.3915094558693,757.2286998840349,9.832919861435895,4763.778384987819,0.7430714795523227,0.115108350670453,0.0206830572049019,0.0096581676815841,0.0145024373206177,0.0355803252797983,0.061396182290322,2.5,58809,42790
"Longview, TX",61,1643,3569,34,1.13,196,19291,49953,5.178891711160645,19136209.732000142,383.0842938762465,2.696542429112021,15115,9881385.29899998,25923,381.1821663773475,1.0712264852913047,0.004281911815762,2.7362805161901447,2.143946918366805,2714.3247028873684,1401.5987800850849,16.56134822649945,7050.081263912148,0.8451520261808952,0.0918168005209463,0.0008682439765574,0.0096508657394266,0.0004090764889549,0.0160959075654104,0.0360070795278088,5.4,51580,100968
"Longview, WA",39,677,1554,23,1.08,83,5456,13104,4.803519061583578,5105958.193000008,389.6488242521374,2.503848973607038,3720,2651254.998999997,6820,388.7470673020524,1.1736802640464352,0.008357771260997,1.8178561970341505,1.239447407068739,1701.2275921815171,883.3578317173598,4.112283746343966,3001.337514431293,0.8196984279756175,0.0987442137586507,0.0021999175030936,0.0064851734726614,0.0052018882625234,0.0202804894816444,0.0473898895458087,6.6,54506,41952
"Los Angeles-Long Beach-Anaheim, CA",5796,345453,952183,119,1.52,36779,250524,641962,5.124954096214335,101322379.16099729,157.8323626024551,2.805328032443997,197890,56606576.454,352272,160.68996813257937,1.0603964143189517,0.0036193623109415,16.97949084855073,13.412173859668949,6867.215954230096,3836.561953619135,538.7671933500409,14754.50602344671,0.7505903392414851,0.0951233036278288,0.0486353239546406,0.015410639191873,0.0074703606553055,0.0249644855050338,0.057805547823833,5.7,72998,4354287
"Louisville/Jefferson County, KY-IN",587,13501,30610,48,1.17,1807,58818,143283,4.872079975517699,35574257.45399953,248.27968045057352,2.5678023734231017,42306,18743160.87799994,75541,248.11904631921652,1.085997196199856,0.0127745197971962,6.9021365900064975,4.964497102533491,4174.544935828514,2199.4603099123005,83.65510224149611,8521.709072689422,0.82020023981601,0.084861122941743,0.0183383895634169,0.0128376917381418,0.0021933991626096,0.0159828197382991,0.0455863370397793,5.0,59158,491443
"Lubbock, TX",145,2181,4929,19,1.09,248,20004,55241,5.522995400919816,21259959.60699973,384.85834085189856,2.961857628474305,16986,11189535.907999998,29556,378.5876271484639,1.036331969804433,0.0013195290296386,2.863291681478254,2.43130736360676,3043.0646616319746,1601.6249292630782,21.56135984657564,6986.364724697687,0.8006760076247371,0.1275047327084193,0.0079588106982136,0.0084238934632944,0.003537249199206,0.020935274890116,0.0309640314160132,3.9,51942,117703
"Lynchburg, VA",72,1546,3651,28,1.11,79,15537,35899,4.621098024071571,15204160.355999935,423.52601342655606,2.439016541159812,10522,7919132.864999964,18921,418.53669811320566,1.1229499650005297,0.0153797368003805,2.794823903928756,1.8927165551353784,2734.952101571382,1424.5080665179707,5.208125475420252,5559.205350347562,0.8154749458435443,0.0917690551266717,0.0094763342561537,0.0156070959593847,0.0012880454328752,0.0229673555758148,0.0434171678055553,4.5,53798,100912
"Macon-Bibb County, GA",80,1548,3636,24,1.06,232,13604,34105,5.013966480446928,11795119.148000048,345.84721149391726,2.645692443399,10373,6206274.363999996,17955,345.65716313004714,1.0787910971741428,0.0068504594820384,3.0208704121207943,2.3034025863664365,2619.1948281117893,1378.14985266917,12.55519206990783,4503.337827871056,0.8386453539131465,0.0929756297358181,0.0078036582342606,0.0112635674790088,0.0008299470774006,0.0181187147676687,0.0303631287926964,7.0,44332,86131
"Madera, CA",52,673,1486,15,1.11,112,7740,20020,5.17312661498708,9325102.412000002,465.78933126873136,2.733204134366925,5905,4798574.479999975,10567,454.1094426043319,1.1099268042602244,0.0028390271600264,1.3873468021619186,1.0584344789103526,1671.46653890447,860.1145942847232,1.456670525218512,5578.994371082031,0.7658439809253395,0.1379272687561428,0.0048050671617341,0.0356193804375523,0.002329729532962,0.0169997451858323,0.0364748280004368,8.7,57585,44881
"Madison, WI",201,5182,12064,42,1.16,690,35315,89323,5.05864363584879,28712071.52999949,321.4409673880131,2.780433243664165,28081,15228179.43899995,49057,310.4180736490195,1.057942129800193,0.0083780092545406,4.024458167710492,3.200079564136438,3271.9957746225214,1735.3864115147762,60.61495890803019,8775.094317874511,0.750470655643775,0.0750702572917519,0.0426891490000272,0.0091948377943303,0.0221494638618318,0.049551171864342,0.0508744645439415,2.6,72374,271938
"Manhattan, KS",34,291,694,9,1.07,28,10770,27827,5.167502321262767,11146939.253999902,400.5799854098502,2.711606313834726,8235,5740120.309999987,14537,394.8627853064585,1.0674546805314744,0.0105248675792804,2.202055895402183,1.683744688824232,2279.1256545924325,1173.6365616484009,7.773917514515208,4890.884024555139,0.7630024902170046,0.1002490217004624,0.0029882604055496,0.0101173959445037,0.0126645321949484,0.0641479900391319,0.0468303094983991,5.0,54141,47872
"Mankato, MN",35,300,768,10,1.06,30,7220,18722,5.186149584487534,8604900.301000042,459.6143735177888,2.776038781163435,5636,4477425.920999991,9962,449.4505040152571,1.0446083046727883,0.0093354748042561,2.2612410751236776,1.7651460802488983,2694.979779496592,1402.2907760926096,2.117219473959292,3192.936869681224,0.7934523809523809,0.0714466089466089,0.014033189033189,0.0072691197691197,0.0054473304473304,0.0334595959595959,0.0748917748917749,3.6,60827,38976
"Mansfield, OH",45,500,1123,13,1.04,52,6250,16393,5.24576,5195810.3389999885,316.9529884096864,2.70944,4881,2691266.0139999995,8401,320.3506742054517,1.0411848904554306,0.005475538626354,4.825555473806049,3.768565802823572,4011.627363555113,2077.8965512521418,8.806960875853944,1295.1876802424265,0.848676036651654,0.0875135890666252,0.0094152818760677,0.0065615778847647,0.0025236838018325,0.0132202205311383,0.0320896101879173,5.3,49547,48449
"McAllen-Edinburg-Mission, TX",413,9266,22555,42,1.17,903,28609,77010,5.383620538991226,18772762.948000208,243.770457706794,2.826627984200776,23476,9822701.56699996,40411,243.06999497661425,1.068435899350195,0.0030932171933384,6.980266037429398,5.727873239004948,4580.337643211536,2396.6258919897355,9.554986910767695,4098.554388413504,0.7997675076383687,0.0863516415887806,0.0035340082242618,0.0405431866994476,0.0013054383941864,0.01059580829948,0.0579024091554746,6.9,40014,238345
"Medford, OR",97,1317,2930,15,1.08,179,10432,26058,4.995782208588957,10121782.916999988,388.43283893621873,2.595763036809816,7637,5211591.439000002,13539,384.9317851392276,1.1794175211894902,0.0070167663786099,1.438807624905168,1.0533142092983865,1396.021706155527,718.7957726537289,9.844718858007903,7250.448092869659,0.7637673534685463,0.0970505814015912,0.0102859228877889,0.0085465497063465,0.012379612828414,0.0279158658750013,0.0800541138323115,5.9,53412,88241
"Memphis, TN-MS-AR",575,15133,31809,54,1.18,2183,64824,161924,4.995804023201283,41930305.56099962,258.95052963735844,2.64938911514254,48729,22327851.17100025,85904,259.9163155499191,1.0699602349208317,0.0053780964797913,5.326085837275839,4.003684387952215,3445.088340754789,1834.506539224164,86.25113580472656,12171.039292366318,0.8459055432770334,0.0916365593677875,0.0076465742923085,0.0108223166445109,0.0009965991665103,0.0101062658522064,0.0328861413996427,6.8,53209,497232
"Merced, CA",84,871,2030,13,1.09,135,10563,27378,5.183754615166146,9719876.124999989,355.0250611805094,2.701315914039572,7913,5111188.956999989,14233,359.1083367526164,1.0516996680614392,0.0018969999297407,2.061907947786271,1.5446253517781654,1897.329341440452,997.7090914584586,8.012288683256944,5122.925109891918,0.7908518757123743,0.0940978244709846,0.0116655929431587,0.0398929580256702,0.004588929084692,0.0235690569403835,0.0353337628227365,11.9,53672,80008
"Miami-Fort Lauderdale-Pompano Beach, FL",2827,120912,309019,74,1.34,11577,162184,408488,5.037340304838948,59662184.364998765,146.056149421767,2.9374414245548266,137548,35052064.51199942,238621,146.89429895943533,1.0715948429471995,0.00864131824106,10.21091645071432,8.659862476957365,3756.261898942661,2206.837309210985,369.4424193678885,15883.393109993978,0.7786381192869707,0.091309512315215,0.033152449728434,0.0178820846889868,0.0057962240189558,0.0158472729846619,0.0573743369767755,5.7,56775,2127517
"Michigan City-La Porte, IN",40,356,794,11,1.05,56,6271,17372,5.540424174772763,5578411.30300001,321.11508766981405,2.90751076383352,5241,2920249.7290000003,9060,322.3233696467992,1.0458676554905026,0.0054083885209713,3.95106833090462,3.302112760687468,3514.700085479782,1839.9148816113377,2.372417997064761,1587.1656662956825,0.8278739382528509,0.0921286291961745,0.0110186354008429,0.0081944414728599,0.0041293138492479,0.0204112197522411,0.0362438220757825,6.1,53658,43039
"Midland, MI",35,359,921,11,1.05,25,7383,20630,5.588514154137885,5103740.023999998,247.39408744546768,2.976296898279832,6224,2753361.6339999926,10971,250.96724400692668,1.0404371341564225,0.0008203445447087,3.1572491116358505,2.661617021647235,2182.5516262758133,1177.4412261897212,2.719362573955181,2338.428086903374,0.8548541622312114,0.0756599957419629,0.008915265062806,0.0071322120502448,0.0018362784756227,0.0125878220140515,0.0390142644241004,5.2,62625,34199
"Midland, TX",81,2718,4805,27,1.11,501,8203,22982,5.603315860051201,7617100.237000011,331.4376571664786,2.976593929050348,6906,4046016.996000012,12182,332.1307663766222,1.0408484034708176,0.0010671482515186,1.7403624397470938,1.4651887125311995,1616.0569489532493,858.4098513247333,2.943735698255958,4713.386023885947,0.8482492956936699,0.0972920140286322,0.0015063531305697,0.0084056804461565,0.0011613867647904,0.0108319438854711,0.03255332605071,3.3,79140,58692
"Minneapolis-St. Paul-Bloomington, MN-WI",1417,40837,110297,59,1.26,3975,153099,387218,5.058400120183672,93563087.40600067,241.62897232566849,2.771572642538488,120191,50620622.6759996,212396,238.33133710615832,1.066864281644271,0.0084653194975423,7.872694637947728,6.180491324107769,4811.224217865931,2603.02617725078,150.66944525386623,19446.835809182383,0.7748625125308,0.0805401230230483,0.0462923926202826,0.0091096183454034,0.0084137230347073,0.0225111983452577,0.0582704321005004,3.6,80421,1373979
"Missoula, MT",52,971,2263,24,1.13,74,7997,19418,4.856321120420158,9608121.352999996,494.8048899474711,2.5438289358509443,5576,4933875.463000004,10149,486.1440006897236,1.2757082746374788,0.0046309981278943,1.18008399001299,0.8228271012020048,1417.8304592693812,728.07145712195,9.52197116205761,6776.636296804579,0.730237092006792,0.0942865228601974,0.0204704106659958,0.0108798188793157,0.041632601723162,0.051003081567197,0.0514904722973397,4.4,54062,49313
"Mobile, AL",194,5148,12298,30,1.11,515,40634,97715,4.809519121917606,20631278.456000235,211.1372712070842,2.522050499581632,29025,10730103.073000072,51268,209.2943565772036,1.0967269796440695,0.0192712803308106,5.742880754255198,4.102158632973794,2915.8579509928545,1516.5059415540352,47.13724000045693,7075.543048650656,0.8594782804032235,0.0718333192935164,0.0043074158312975,0.0101199000365035,0.0011231853536629,0.0107264201274815,0.0424114789543144,5.9,47302,162241
"Modesto, CA",207,4659,11489,30,1.22,571,16932,44655,5.2746279234585405,10201720.166000014,228.45639157989052,2.77793527049374,13478,5341935.507999999,23495,227.3647800808682,1.0547813422957852,0.001361991913173,4.312612149660698,3.4328718729699315,2598.397255807359,1360.600990698363,5.652725941238383,3926.158766985841,0.8176743344416548,0.1006717785166587,0.0083870529958607,0.0109384542308475,0.0027187803940195,0.012128203388297,0.0474813960326615,9.1,60704,173898
"Monroe, LA",70,1043,2210,18,1.08,206,1657,4018,4.849728424864212,1670885.364000001,415.8500159283228,2.4417622208811105,1117,836091.0810000018,2013,415.3457928464986,1.073647214294628,0.0079483358171882,2.4040095392541327,1.620566478785073,2424.1547097502207,1213.0180654250476,0.2009603200032693,689.2651517988986,0.8520344181079974,0.0929860067793243,0.0094364221060604,0.0083437837569376,0.0033151640819975,0.0108022200424639,0.0230819851252188,6.0,40119,73870
"Monroe, MI",35,335,767,10,1.04,44,6023,16022,5.3202722895567,5740790.5759999845,358.3067392335529,2.7937904698655154,4913,3018511.5759999966,8374,360.4623329352754,1.035323702092975,0.0142106520181514,4.146747589545489,3.3825287908744794,3952.450520191499,2078.201162509238,5.123228078129182,1452.463616349545,0.8633455674350456,0.0755516225900512,0.0023646149159328,0.0080803098661018,0.0021034917963819,0.0114168830603629,0.0371375103361234,4.8,62203,59929
