msa,auto_commuters,annual_excess_fuel_consumed_commuters,Annual Hours of Delay (Person Hours),AHD per Auto Commuter,tti,ahd_truck,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm,ms_cara,ms_carp,ms_pt,ms_taxi,ms_bike,ms_walk,ms_wfh,unemp,med_hh_inc_dol,households
"Bismarck, ND",52,791,1808,19,1.09,36,6859,19081,5.56378480828109,12557890.118999971,658.1358481735743,2.9026097098702435,5742,6520616.62100001,9904,658.3821305533128,1.0617589804335392,0.002827140549273,0.6095733935912887,0.5103033133111503,1116.0454433861096,579.5005688833268,10.456106027305044,11252.131526919748,0.8519414662416691,0.0814691393798899,0.0020139090118806,0.0080411474934801,0.0020573746740075,0.0154158215010141,0.0390611416980585,2.1,71398,53810
"Blacksburg-Christiansburg, VA",53,598,1401,15,1.07,28,9460,22150,4.6828752642706135,7508689.059999981,338.9927340857779,2.50708245243129,6589,4031526.715999989,11835,340.6444204478233,1.1403021167260616,0.0082805238698774,3.352796176396882,2.33526152286248,2661.216064494824,1428.8464438104272,5.934730948336399,2821.525527437904,0.8008895379713223,0.073101433882103,0.0281996813595326,0.0086962294211364,0.0086298459904407,0.0431492299522039,0.0373340414232607,4.6,55065,62701
"Bloomington, IL",77,678,1581,11,1.04,52,9033,24503,5.425218642754345,9449337.03399995,385.6400046524895,2.9479685597254512,7647,4997883.852000003,13257,376.9996116768502,1.043363873413884,0.0055819567021196,2.940565208381241,2.489372539410091,3076.097832884828,1626.9902989839068,4.594963851216923,3071.8584217258685,0.8079427157565876,0.0792903321437123,0.0106381765732073,0.0079244723669657,0.0040591541908486,0.0433736588258098,0.0467714901428685,3.2,67675,65845
"Bloomington, IN",67,847,1888,16,1.1,112,7717,19047,4.9363742386937925,6274297.861000077,329.4113435711701,2.593235713360114,5666,3223635.125000016,9956,323.7881804941759,1.0841163463694474,0.0114503816793893,3.7305179891222897,2.739032645635207,3033.0933056333147,1558.3554262250923,10.209268767409933,2068.6135336974057,0.7318216585654717,0.0994843198697229,0.034234745490883,0.0076488440376027,0.0144711194453354,0.0703200177650571,0.0420192948259271,5.4,49798,64400
"Bloomsburg-Berwick, PA",30,287,778,10,1.04,41,6107,16016,5.245128541018503,6281489.434000032,392.2008887362657,2.732438185688554,4861,3226310.0059999893,8262,390.4998796901464,1.0819469158783177,0.0077463083999031,3.7745818830100606,3.004460870036336,3882.429378728613,1994.1004253515048,2.202038481446424,1617.9275451642714,0.8358170407293577,0.0725225341563573,0.0031767349363361,0.0072315917249928,0.001988687724373,0.0367003280043389,0.0425630827242439,4.0,51745,33776
"Boise City, ID",204,5659,12525,44,1.18,486,43821,111007,5.066383697314073,34176719.23499992,307.87895569648686,2.631249857374318,33086,17426396.137999967,58009,300.40849071695715,1.127429861793831,0.0074815976831181,1.43122679946098,1.080613630153716,1116.2373402429305,569.1591969769944,73.02067763343719,30617.788890274835,0.7985179108071233,0.0891631516837734,0.0035640291661836,0.0107396475207852,0.0124428908170514,0.0171632230238067,0.0684091469812762,4.4,60568,260369
"Boston-Cambridge-Newton, MA-NH",1755,86430,209231,86,1.28,7478,166287,415686,4.999621136949972,70762208.69199961,170.22995408072347,2.696398395545052,132633,38059163.87200032,224475,169.54745014812482,1.093933780479568,0.0283995990644837,15.000228940013931,11.96440710940042,6383.236997967599,3433.197852781708,271.781972619872,11085.630803701955,0.6639216229309868,0.0717140251681373,0.1338000334354627,0.0133462575748583,0.0105321707722079,0.0540351211996737,0.052650768918673,4.5,90333,1831217
"Boulder, CO",67,2285,4865,48,1.22,163,14392,36240,5.036131183991106,6702837.937000082,184.9568967163378,2.743468593663146,11311,3553050.3990000025,19740,179.99242142857156,1.1195170550556912,0.0130699088145896,7.50168579802257,5.895745418387527,3493.7871149555594,1851.9919203610848,18.20133490965292,1918.5021057258496,0.6502082645394138,0.0721829252043541,0.04879588916503,0.0092516959511519,0.041809323531286,0.049612726440617,0.1281391751681468,4.2,83019,127415
"Bowling Green, KY",53,1397,2808,32,1.14,141,11171,27250,4.878703786590278,11050134.449000046,405.5095210642219,2.54372929907797,8105,5722810.554999992,14160,404.1532877824853,1.0986694956676253,0.0140536723163841,2.631664371044597,1.909376038610372,2603.190862473006,1348.1798084174595,6.751971606417863,4244.842208190039,0.816815089053432,0.1082024214528717,0.0019386631979187,0.0108815289173504,0.0020637382429457,0.0289048429057434,0.0311937162297378,4.9,49700,65672
"Bremerton-Silverdale-Port Orchard, WA",123,2059,5142,25,1.14,183,12374,28776,4.651042508485534,6541792.045999993,227.33500298860136,2.385485695813803,7977,3379408.2850000216,14763,228.9106743209389,1.1049544594383085,0.0092122197385355,8.530875918369869,5.499498723196739,4510.03848619726,2329.8297039636577,3.989498285458119,1450.4958363483615,0.6909304787672038,0.07206211033996,0.0926008704858252,0.0207975532290318,0.0059208720542681,0.0543779163235697,0.0633101988001411,4.6,75411,103913
"Bridgeport-Stamford-Norwalk, CT",484,16449,39387,58,1.3,2365,30857,77301,5.01027319570924,15506861.320000228,200.6036315183533,2.634086268917912,23833,8163304.714999944,40624,200.94783170047128,1.091871271547315,0.0225728633320204,16.553302056655195,12.785262595724252,8318.688122002355,4379.2218533205305,68.32242502141834,1864.099373912775,0.7220102379161824,0.0812730737676898,0.1005183051890339,0.00950297395228,0.0015083407397279,0.0247743898270322,0.0604126786080536,6.6,95645,340189
"Brownsville-Harlingen, TX",123,2764,5944,36,1.13,231,15184,40115,5.283851422550053,10338105.756999953,257.71172272217257,2.815595363540569,12290,5519015.506000018,21369,258.2720532547156,1.068539078009165,0.0044456923580888,3.920060420297138,3.172915079389609,2668.993624793302,1424.8468285087492,10.41596344950044,3873.409685570373,0.8469992660481397,0.082302977837163,0.0070635025186467,0.0120506113128955,0.0016310041339681,0.0142022821511689,0.0357503559980177,5.8,38758,124605
"Brunswick, GA",44,687,1513,21,1.05,73,11009,27385,4.975020437823599,9346181.532000037,341.2883524557252,2.605141248069761,8082,4869108.120999992,14310,340.25912795248024,1.092856360740593,0.0115303983228511,2.648827695256525,1.9445749326063435,2248.744162672064,1171.5349661280077,2.377118692590903,4156.178229227491,0.8277111737972105,0.0985934806456668,0.005171603196991,0.013908478294938,0.0025858015984955,0.0137909418586428,0.0382385206080551,5.1,50671,46984
"Buffalo-Cheektowaga, NY",444,11904,27343,49,1.16,1019,30091,81425,5.411917184540228,20889065.31700024,256.54363299969594,2.871955069622146,25522,11079167.473999944,43224,256.3198101517662,1.0570463450308498,0.0138349065334073,4.92741871234684,4.1792423108742165,3420.5965679579394,1814.2201033070285,45.03849009507663,6106.848586786367,0.82507212605415,0.0739476993638112,0.0324659712975292,0.0085682053558218,0.0042018050007397,0.0250943186861961,0.0306498742417517,4.4,57621,478104
"Burlington, NC",78,948,2105,16,1.04,86,8557,21105,4.932803552646956,5343392.991999999,253.18137844112763,2.55685403763001,6132,2745265.9540000134,10901,251.83615760022136,1.0589585732143114,0.0072470415558205,7.610602514885873,5.453805611929434,4752.417920175148,2441.641693764528,3.3694901483632425,1124.3525047147098,0.8576512921164541,0.0871180896303565,0.0018187765783447,0.0052731436048413,0.0008635917566241,0.0145502126267582,0.0327248936866208,5.3,49688,64439
"Burlington-South Burlington, VT",65,1289,3024,25,1.1,116,10854,26095,4.808365579509858,9185818.64699997,352.0145103276478,2.480375898286346,7690,4727688.385000015,13448,351.5532707465805,1.0888534763263316,0.024390243902439,2.788371537689015,1.9755460774671567,2359.8189852282785,1214.5339719731885,8.325908385996573,3892.594603442168,0.7479195736597011,0.0858816804801371,0.0223173007413882,0.0077501134778003,0.0157187767933695,0.0654304591227745,0.0549820957248289,3.5,71413,87679
"Cape Coral-Fort Myers, FL",322,8916,21377,45,1.19,725,43551,110468,5.073040802737021,19121296.59699978,173.09353475214343,2.8562145530527427,36063,10604652.33600008,62302,170.21367429617158,1.0820652057792306,0.0231774260858399,13.877764546299026,11.491672357309405,6093.105829788335,3379.230516276758,48.062355039050246,3138.1855380745988,0.7901298889727922,0.1017908784240533,0.0066939480773859,0.0202038521527802,0.0064565272588777,0.0116830827774278,0.0630418223366825,5.3,57832,275965
"Cape Girardeau, MO-IL",31,550,1224,18,1.08,55,8862,21982,4.960956894606183,9437404.863999989,429.3242136293326,2.561611374407583,6369,4811705.714999984,11299,425.85235109301567,1.0934348794841078,0.0061067351093017,2.344863758520753,1.6852219902977514,2497.114493351506,1273.1656903374687,1.15135371798551,3779.3240514709287,0.8042975656194751,0.1126297656285416,0.0051679586563307,0.013214560950179,0.0015866539734348,0.0247744684709189,0.0383290267011197,4.6,51429,36341
"Carbondale-Marion, IL",40,319,784,11,1.05,28,15822,39644,5.0112501580078375,11298887.853000142,285.0087744173177,2.573821261534572,11281,5814306.2949999785,20298,286.44725071435505,1.0798829926653553,0.0133510690708444,4.37162358777625,3.116943856257356,3121.8862756803164,1606.494662228406,4.213465854965188,3619.250304221253,0.8197681621095478,0.0840456596761348,0.0091496327758605,0.0084240332713919,0.0075568533758074,0.032970533581099,0.0380851252101583,6.9,45052,55215
"Carson City, NV",34,512,1193,13,1.09,56,2699,7017,5.199703593923675,1100686.8170000005,156.86002807467585,2.7751018895887367,2137,597034.722000001,3747,159.33672858286656,1.0724195207360143,0.002668801708033,6.614549055517636,5.237232801645494,2697.497942129702,1463.1772717733757,5.66509504203298,408.0399098028586,0.8000158906721754,0.1196567614810106,0.0079453360877165,0.013030351183855,0.0059590020657873,0.0201811536627999,0.033211504846655,5.1,55718,22755
"Casper, WY",44,450,1116,15,1.09,57,5774,15528,5.378593695878074,8166183.903999978,525.9005605358049,2.772081745756841,4557,4216255.106999992,7972,528.8829788008019,1.1079744986283624,0.0022579026593075,0.4149340853968152,0.3274774207054532,586.8424055054423,302.990640218686,1.3966645497360155,13915.463210206346,0.8460347877358491,0.0839475235849056,0.0056996855345911,0.0077879323899371,0.0028252751572327,0.014003537735849,0.0397012578616352,4.3,62772,32799
"Cedar Rapids, IA",108,1567,3752,19,1.09,181,14163,38954,5.5008119748640825,15512251.311999964,398.2197287056519,2.8830050130622045,11677,8088962.180000001,20346,397.5701454831417,1.0414299434985197,0.0067335102722893,2.710385106714321,2.2346372160632018,2968.5924541166696,1547.9914298840224,14.45945952774668,5225.456694295805,0.846688228700352,0.0748459599745825,0.0054047879138375,0.0071754449846852,0.003312842261586,0.020319717837228,0.0422530183277286,3.6,64687,109313
"Chambersburg-Waynesboro, PA",30,404,872,8,1.05,67,7228,18575,5.139734366353071,6737179.098000005,362.7014319246301,2.6411178749308246,5526,3456835.8000000063,9498,363.9540745420095,1.079661927810267,0.0097915350600126,3.607829781685535,2.758282702489522,3362.8383224009,1725.4669548473662,4.745853124578187,2003.4204597710168,0.8233113673805601,0.0975562877539813,0.0025398132894014,0.0103514552443712,0.0007413509060955,0.0221856123009335,0.0433141131246567,4.8,63379,60438
"Champaign-Urbana, IL",87,826,1875,12,1.06,69,10905,31189,5.720128381476387,12025524.01599993,385.5693999807602,2.981292984869326,9329,6257414.634999986,16189,386.5226162826602,1.0277261998607947,0.0198282784606831,2.927356411998085,2.5042923399844232,3228.1517501948056,1679.7508348737151,10.81752157947859,3725.2040630599968,0.7206798143639961,0.0795700101206269,0.0530466734137512,0.0100932738860472,0.0217639067443493,0.074901756977306,0.039944564493923,4.8,53641,89061
"Charleston, WV",101,1087,2669,17,1.05,250,19782,45587,4.608937417854615,17886359.721999723,392.3565867900876,2.399454049135578,12998,9318266.830000011,23627,394.3906052397686,1.1688510431915955,0.0061793710585347,2.8643097295609894,1.8820290094446328,2589.8328873800224,1349.2266880909146,13.04791450942498,6906.376009493908,0.8288330706845524,0.0814851827651151,0.0169696736749048,0.008801937194911,0.0007495099358112,0.0275492946919321,0.0356113310527731,6.0,45225,110818
"Charleston-North Charleston, SC",325,9369,24780,58,1.24,891,43999,105673,4.803427350621605,25334051.70300016,239.74006324226767,2.5582854155776267,32118,13318320.744999995,56448,235.9396390483276,1.0845311668451778,0.0108949829931972,5.583251257241904,4.075612261189924,3214.763426937136,1690.0277516278136,29.0475608186785,7880.533755834457,0.8105552820921001,0.0818496486285516,0.0079019301865253,0.0120230826429835,0.0066765811715174,0.0230486055109286,0.0579448697673931,4.2,63649,291427
"Charlotte-Concord-Gastonia, NC-SC",741,18348,51737,53,1.22,2041,129839,307364,4.734540469350503,72915066.4159995,237.2270871539917,2.519535732715132,91507,38486169.03800027,163720,235.07310675543772,1.0739433591608556,0.0079403860249205,8.783879885811132,6.190639921063157,4932.856732292153,2603.6698225865707,160.87794872460876,14781.509047013824,0.8040304694397155,0.0894817682007839,0.0155660834187755,0.0103699185918169,0.0010060966092863,0.0136115186456034,0.0659341450940184,5.2,63217,952806
"Charlottesville, VA",60,1561,4026,38,1.18,83,13047,29496,4.521499195217292,11219546.868999816,380.3751989761261,2.3999386832221967,8629,5836539.310999981,15628,373.4668102764257,1.1289379250294902,0.0161249040184284,3.0361801446552565,2.0080630388771525,2610.9117372335627,1358.22677776945,5.652871172725456,4297.175852021594,0.7213761295180723,0.0967338102409638,0.0313723644578313,0.0129329819277108,0.0095726656626506,0.046187876506024,0.081824171686747,3.2,72697,84003
"Chattanooga, TN-GA",228,6079,12878,32,1.13,1065,33250,80732,4.85606015037594,21448346.20300031,265.6734157830886,2.510827067669173,23525,11179346.882000154,41691,268.1477268954967,1.1142391748631677,0.009402508934782,5.97871891086425,4.230056011370872,3856.650618064403,2010.1706049481384,41.29371206117299,5561.392080095896,0.8244037114598775,0.0905001686314187,0.0078197918382393,0.0075139022878969,0.0018980838764833,0.0166827454763641,0.0511815964297199,4.9,53126,219166
"Cheyenne, WY",45,513,1193,14,1.06,48,6626,18189,5.490190159975853,8465060.044000026,465.39447160371793,2.8892242680350138,5492,4472443.615999992,9546,468.5149398701018,1.0726485579773153,0.0026188979677351,0.9535182137226864,0.7903293132757311,1218.1691717793829,643.609485014148,4.947734084638125,6949.002027062539,0.8146926660345467,0.1059075730716906,0.0052768273075813,0.0101207898750876,0.0035041431339407,0.0178917425897679,0.042606257987385,5.1,66910,39683
"Chicago-Naperville-Elgin, IL-IN-WI",3446,136878,331657,74,1.29,16360,264614,704691,5.326180776527319,131327439.60599776,186.3617381320292,2.892110772672648,218762,71755042.28499983,383224,187.2404710691393,1.058542230351346,0.0127053629209026,10.667107244415948,8.818723555831973,5294.065629224971,2892.5859228222785,334.47668850830496,24806.537886690978,0.6999828736182343,0.0769763340840504,0.1213441658948363,0.0126542312130129,0.00687455964943,0.0301634379828851,0.0520043975575507,6.1,71770,3514621
"Chico, CA",62,780,1793,17,1.1,72,13425,32244,4.803575418994414,10575261.23300008,327.9760958007716,2.4764245810055865,9020,5410187.61600004,16600,325.91491662650844,1.1453268899918907,0.0043975903614457,3.092410983615219,2.0777316254904488,2435.9816753467167,1246.221497738366,7.338830056155094,4341.272900377991,0.7592053691275168,0.1077906040268456,0.0118657718120805,0.0107060402684563,0.0238174496644295,0.0302926174496644,0.0563221476510067,8.1,52537,85320
"Cincinnati, OH-KY-IN",858,25279,57734,52,1.17,2343,79943,190256,4.759791351337828,51731287.06799957,271.9035776427528,2.524361107288944,55840,27295976.974000067,101209,269.6991075299634,1.0774668454764966,0.0091592644922882,6.660834128794059,4.652577183141242,4310.240076416626,2274.2951228649968,142.47899459492942,12001.950274428113,0.8231056164017941,0.0796700818471547,0.0177197555652066,0.008079628232944,0.0016590765156045,0.0202055804117374,0.0495602610255585,4.5,63987,861242
"Clarksville, TN-KY",103,2049,3995,22,1.12,280,17867,44029,4.928527452846029,16351882.206999712,371.38890747007,2.55868360664913,13006,8510266.797000024,22809,373.1100353807718,1.098384505932832,0.0087246262440264,3.078206050545328,2.2407313982981214,2817.174833345889,1466.1865308266906,5.439656461524104,5804.354778925447,0.8401785055690787,0.0812347864571808,0.0066755181824887,0.0132477686803865,0.0007302500553219,0.0311573356937375,0.0267758353618057,6.8,53027,109408
"Cleveland-Elyria, OH",47,882,1865,24,1.07,143,56679,149681,5.281709275040138,34623033.71899912,231.31214862941263,2.7743079447414387,46048,18464610.529999804,78691,234.6470438804921,1.0586413812359594,0.0227853248783215,5.505988189681926,4.473257187996848,3363.397638415784,1793.714206412524,57.85508304155945,10294.064943004223,0.8143360800145689,0.0765493307905899,0.02993384638365,0.0102555498034625,0.0028657018155924,0.0217950895314408,0.0442644016606951,6.2,56008,861912
"Cleveland, TN",874,27628,53157,47,1.14,2274,7410,18105,4.886639676113361,6093387.561999955,336.5582746202681,2.5473684210526315,5379,3153172.1869999864,9395,335.6223722192641,1.129790839159883,0.0077700904736562,3.696985466640782,2.683682162626285,3040.1032738628264,1573.1756746497815,4.20652208558856,2004.335712667272,0.8282003845177205,0.1049080422243987,0.0016686618057822,0.0120071099503028,0.0013965973809264,0.0151993325352776,0.0366198715855914,5.4,49921,47575
"Coeur d'Alene, ID",65,1150,2632,23,1.09,70,10319,26047,5.048357398972769,9557349.552999968,366.9270761699992,2.6633394708789613,7775,4971967.374999981,13715,362.520406489244,1.2158810146339367,0.0051768137076193,3.025890878733579,2.279901306536833,2802.548390085381,1457.9543298162012,2.2973864075276174,3410.235336813862,0.8084407906633838,0.0930044930378778,0.0031993768170373,0.0103075574844552,0.0043817552059424,0.0194744675819666,0.0611915592093366,4.1,57242,62304
"College Station-Bryan, TX",114,2677,5657,32,1.16,254,15470,38345,4.957336780866193,12708179.944999857,331.41687169122065,2.6641241111829346,11613,6708741.131000006,20592,325.7935669677547,1.0759424076526756,0.0046134421134421,2.7929926655877555,2.096640195570175,2294.366734282741,1211.2129782941124,6.270639150771733,5538.861662833799,0.7981649065663773,0.1067477040345192,0.0169993787881331,0.0103927066368932,0.0133308708718792,0.0189553566931381,0.0354090764090596,4.2,50240,92666
"Colorado Springs, CO",303,7792,20010,48,1.16,652,37008,91141,4.9254755728491135,20661306.54499991,226.69607031961365,2.67960981409425,28150,11026795.962000016,49654,222.07266206146568,1.1001536295319323,0.0076529584726306,5.317528875457404,4.044758912779018,2968.739033660669,1584.3954261703466,35.79102936606159,6959.623702432014,0.7702119803292996,0.1044096831764041,0.00694013192125,0.0097122684524708,0.0044673078106555,0.0343677794375164,0.0698908488724033,5.8,68687,267755
"Columbia, MO",76,1199,2845,20,1.1,186,13860,34171,4.930880230880231,12692942.315000096,371.4536394896285,2.574603174603175,10133,6554215.299000013,17795,368.3178026973876,1.0860436262836657,0.0087665074459117,3.094361063664004,2.262277103759549,2833.8056625447,1463.283450512018,5.40129067098143,4479.115305176605,0.7887913649720553,0.1068527090095454,0.0084506501238788,0.009209288032727,0.0079704995486584,0.0333416559433038,0.0453838323698311,4.2,54808,80487
"Columbia, SC",306,6564,16893,44,1.15,629,50727,125470,4.946872474224771,37973470.13499994,302.64979784012064,2.5855264454826816,37579,19622567.78400003,65592,299.1609919502383,1.0803210041213342,0.0091017197219173,5.107705332944923,3.7838322531736015,3823.5514798620848,1975.7977825696416,44.48222709379807,9931.465637379006,0.8067370520056261,0.0864208521017679,0.0071470538114652,0.018617948007091,0.001159806597163,0.0439454789161912,0.0359718085606952,5.9,55971,312401
"Columbus, GA-AL",152,2521,5458,20,1.08,266,20876,52155,4.996646867215942,17559227.326000053,336.6739013709146,2.6362808967235103,15725,9247185.59799999,27444,336.94744199096306,1.0831836091352125,0.0058300539279988,2.8627220494636543,2.156366364620424,2407.893621272517,1268.0648642880494,15.593812065599826,7292.360082220076,0.8030197529959321,0.0923736577857587,0.0087074431047751,0.0179352805365192,0.0023454392201414,0.0198849268882618,0.0557334994686114,8.3,47571,118780
"Columbus, IN",34,387,877,10,1.05,52,4766,12698,5.328577423415863,3801103.612000018,299.34663821074327,2.8757868233319344,3972,1975485.8050000065,6813,289.95828636430446,1.059961629292797,0.0154117129018053,4.48479481774326,3.737642680670632,3576.829580529347,1858.927507509316,4.74948974444425,1062.7019058138856,0.8437920272019082,0.0951051790200208,0.0032733639523966,0.0070796011063462,0.0016493694333781,0.012230708721358,0.0368697505645918,4.2,63431,31452
"Columbus, OH",778,19677,46578,49,1.18,1979,78973,203726,5.159383586795487,51632759.87200068,253.44217170120984,2.717346434857483,62243,27267990.771000184,107271,254.1972273121364,1.0678259972606328,0.0127434255297331,6.286419279626452,4.954675588135049,4110.077838244312,2170.590238429485,79.25886331614682,12562.47737976088,0.8220410460961289,0.0761910086474221,0.0165593651166982,0.0095429137118175,0.0035144912518471,0.0219824391109089,0.0501687360651771,4.5,65150,794449
"Corpus Christi, TX",178,4907,9813,39,1.13,513,18373,49267,5.362978283350569,13539040.265999934,274.8095127773141,2.915582648451532,15654,7410486.076000014,26774,276.77919160379525,1.0468613757829317,0.0020915813849256,3.526640218059278,3.0047366229521555,2598.7766786044394,1422.419758939201,29.257110223044617,5209.774420967365,0.8380691579637863,0.0936058558324049,0.0103757770119011,0.0096052727480971,0.0022802761320685,0.015951520704699,0.0301121396070428,5.6,56013,152349
"Corvallis, OR",38,406,905,11,1.11,40,4224,10374,4.911931818181818,3355752.564000016,323.4772087912103,2.53125,2948,1693206.5940000026,5329,317.7343955714023,1.1281753338652076,0.003377744417339,2.401992136794862,1.6763903454714142,1908.260244260709,962.8477568080532,6.088230390753204,1758.5403113085808,0.6652040368582711,0.078312279162144,0.0246876515553913,0.0109928177178356,0.0788203505692709,0.0794669869056141,0.0625158772314727,5.4,62077,35718
"Cumberland, MD-WV",30,687,1518,23,1.1,98,7332,17325,4.725859247135843,5427516.958999971,313.2765921500705,2.488543371522095,5076,2831839.417999983,9094,311.3964611831958,1.1230127990275218,0.0058280184737189,3.743197109492989,2.591444152725916,2770.9036814856618,1445.7355597389314,3.1739964946890056,1958.7533826112376,0.8381722624757628,0.0878661087866108,0.0070415348504949,0.0072966629247882,0.0002041024594346,0.0355138279416267,0.0239055005612817,6.9,47330,38315
"Dallas-Fort Worth-Arlington, TX",2684,83609,219759,65,1.25,9846,306229,762195,4.977941344549341,141165592.0449943,185.2092863965184,2.837203530691084,251068,80187102.4009992,434864,184.39581662542588,1.0692543779827168,0.0043530851024688,13.131556621679884,10.766170603998724,6053.391301842105,3438.542644580245,703.9591168151902,23320.083735878143,0.8064347618239857,0.0966858253162939,0.0136199714052197,0.0115593517929015,0.0014834368370383,0.0124912155865785,0.0577254372379821,4.4,70281,2553470
"Dalton, GA",52,791,1772,20,1.05,92,6715,16341,4.867014147431124,5499575.242000025,336.5507155008888,2.4930752047654505,4726,2809868.782999991,8341,336.8743295767883,1.1012926012922888,0.0056348159693082,4.06475607268438,2.860765033433564,3329.029316769065,1700.8832761199528,13.684253761293164,1652.0056505052191,0.8579040576648232,0.1063661219163611,0.0008388740446156,0.0086528304231653,0.0006524575902566,0.0075032622879512,0.0180823960728266,5.6,48481,50014
"Danville, IL",28,247,541,9,1.05,22,6307,17356,5.50372601870937,6849589.432000014,394.6525369900907,2.809735214840653,5005,3478837.5100000035,8773,396.5390983699992,1.0402977967900604,0.0046734298415593,2.7039339710229866,2.1457411645742903,2936.5526482868054,1491.4455244899364,0.7968117906006345,2332.527372187959,0.8435043175666967,0.0776517592473256,0.0070563216909395,0.0062185848691841,0.0011599432916612,0.0210078618378657,0.0434012114963268,6.5,46515,31151
"Daphne-Fairhope-Foley, AL",40,1027,2564,26,1.11,83,17941,43038,4.797725879270944,11113367.953999808,258.22222115339486,2.55102837077086,12959,5858519.173000013,23067,253.97837486452568,1.0779624863375448,0.0160835826071877,3.418299772616481,2.4690790230944195,2117.430642113641,1116.2239984914577,7.774603461131945,5248.515693012892,0.8376010564627823,0.0777530840338841,0.0004831384674847,0.0123146627156676,0.0008159671895298,0.0060016534071998,0.0650304377234515,4.3,58320,80930
"Davenport-Moline-Rock Island, IA-IL",166,1733,4002,14,1.05,138,21448,56885,5.304457292055203,18742820.0059998,329.4861563856869,2.8183047370384187,17093,9883489.47700007,30173,327.5607157723816,1.0454545525311407,0.0058993139561859,3.576777631459916,2.8505156683394413,3125.6480486730457,1648.221003455022,15.556681438447876,5996.458882808904,0.8558389708328712,0.0677886214927359,0.0091272041699012,0.0086835976488854,0.002462016191638,0.0196406787179771,0.0364589109459909,4.7,58531,153939
"Dayton-Kettering, OH",375,6379,14481,32,1.12,662,35069,91624,5.225355727280504,19357781.58299972,211.2741375949502,2.76671704354273,27747,10306675.326999877,48469,212.644686851387,1.0516497788452823,0.0077781674884978,10.484391571997236,8.295372350172725,5787.292539888949,3081.3316585505536,38.72180242531939,3344.876978237421,0.828403434192779,0.0816711133127468,0.0176905618927366,0.0070778400876586,0.002226463960629,0.0255329917806596,0.0373975947727902,6.0,55634,330975
"Decatur, AL",52,839,1876,24,1.08,82,10821,27196,5.026522502541355,9943451.660000077,365.6218436534812,2.641622770538768,8148,5214131.346999993,14256,365.7499541947245,1.079158694326216,0.0119248035914702,3.178201848224268,2.393123432153344,2920.459887583486,1531.426105158439,2.00525994004747,3404.755429881187,0.8828024072848726,0.0817184989129407,0.0018117654472697,0.0065066011280209,0.0002363172322525,0.0062230204493178,0.0207013895453256,5.1,50422,58595
"Decatur, IL",36,463,1091,11,1.07,48,6321,16968,5.368770764119601,5495405.666999963,323.8687922560092,2.869482676791647,5126,2921396.2189999945,9030,323.52117596899166,1.036979310562622,0.0044296788482834,4.165895147677753,3.378322817116937,3621.7819653023207,1925.3647102003176,2.8809857867529898,1517.3209540628009,0.8521978863531935,0.0812856924053125,0.0135658490689889,0.0066954029275977,0.0002844452224142,0.0168479093276152,0.0291228146948777,7.6,50480,43912
"Deltona-Daytona Beach-Ormond Beach, FL",116,1540,3343,16,1.08,139,32969,84130,5.1035821529315415,16658144.858999984,198.00481230238896,2.750492887257727,26196,9033314.176000034,45455,198.73092456275512,1.0694960716566502,0.0100758992410075,6.362483961328322,5.055404466345862,3214.752630982779,1743.2835864733534,47.14377825007117,5181.781235188674,0.8095518890069896,0.0763978351255018,0.0092469136266154,0.0157783444944807,0.0066779091909513,0.0124130989179383,0.0699340096375224,4.9,50360,258616
"Denver-Aurora-Lakewood, CO",1358,44960,111366,62,1.32,4637,95402,234440,4.914781660761829,55081155.90400115,234.947773008024,2.690939393304124,73093,29614294.97699993,128377,230.68224819866435,1.1059379574354984,0.0053903736650646,3.0041977525474017,2.3016899679980214,1734.4991171517715,932.5506636462444,140.3628023410565,31756.23173244974,0.7525840589761372,0.0811865865248773,0.0416287791220364,0.0103670596696719,0.0081374739924481,0.0219336775320438,0.0841623641827849,3.7,79664,1112126
"Des Moines-West Des Moines, IA",287,3641,8791,17,1.07,353,32219,86749,5.38495918557373,30190729.559999727,348.0239490945109,2.8803190663893976,26345,15998990.148000011,46316,345.4311716901289,1.0461696775757916,0.004749978409189,3.414488832371883,2.7919770411507887,3199.537816933448,1695.5328591692423,24.020330760963407,9435.965844884313,0.8359384849868738,0.0784935601995959,0.0112125652455305,0.0073853878029031,0.0022245819102826,0.0184074346984346,0.0463379851563791,3.9,70126,266943
"Detroit-Warren-Dearborn, MI",2045,60243,159551,60,1.23,6457,146391,386138,5.275433599060052,71488192.0310033,185.1363813740251,2.904714087614676,124094,38576989.5650001,212881,181.2138686167394,1.0567736009494784,0.0097707169733325,13.463069510294142,11.412492214756654,6574.519598053522,3547.79113477938,168.92206296519845,10873.523299279292,0.8381505040547083,0.0840637472230866,0.0132562894354376,0.0089042208077845,0.0024678647213987,0.0140460664729844,0.0391113072845997,6.5,60984,1703819
